,text
609,nostalgic. but there is one problem it is not optimized. i have a miami red 9 it runs games really well but asphalt 8 is the only game that runs bad i don't know why
610,give me diamond please please please please🥺🥺🥺🥺🥺🥺🥺🥺❤❤❤❤
611,koi game
612,good game.
613,i love this game soo much
614,game is so good and i really enjoyed the the game and experience so some and all types of more and themes or car and updates and controls and lots of fun and challenges or game is so good and really good experience of playing of gaming but so larger are filled of more of fill only one echo of playing
615,omg
616,i like this game
617,პანკისში რეგისტრაციიდან
618,"this game is absolutely amazing for a free game! ok i agree its kinda p2w but this game is free ya know. the events, the races and everything is awesome! so many cars to choose from! i recommend this game to all."
619,not good
620,asphalt 8 & 9 is gender..................
621,"i would love to see a new option in the next update, that is to sell cars."
622,nice
623,"its alright. not enough coin for wins and cars are way to expensive for how little money u make like till no doubt take a year to buy 1 nice car like he r32 and when u use real currency u can only buy once you cant stack little amounts they made it so if u want to use real money u have to span like 50$ to buy 1 car like the r32 costs 790,000 when per race win u get around 200 or multiplayer 1000 and thats for wins not worth the time plus every 5 or so campaign unlocks u have to buy a new car."
624,nice game is this please download
625,egyhhhvgbmnbkkbhkvchkkv dc igfvkibsvjfcgjgjnbvsxwghv no mn gjhjgg cnn kit by smart go go gg good night sweet dream good night sweet dream
